spreadsheet_id,spreadsheet_title,worksheet_title,Our_section,Section,Subsection,JAMA_SAP_#,Description,Notes_on_scoring,Notes,openAI_gpt5_full,gemini_pro,claude_sonnet,Comment
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,analysis_methods,,,27*,"Secondary analysis: Clear which analysis method applies to each secondary outcome, and which analysis population","Must say which outcomes are of each type. eg. score 2 for ""All continuous outcomes will be analysed..."" unless explicit about which outcomes are continuous.",,2,2,2,"OpenAI: CHU-9D is health econ measure
Gemini: not a fan that it says 'All statistical tests will be two-sided at the 5% significance level'. Just say that for the primary and for everything else we just show 95% CIs
Claude: don't think you would use mixed models for something only measured at one post-rand timepoint, but it's not completely wrong"
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,analysis_methods,,,27*,Secondary analysis: Correct model,,,2,2,2,see above
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,analysis_methods,,,27*,Secondary analysis: Correct model specification,,,2,2,2,see above
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,analysis_methods,,,27*,Secondary analysis: Correct covariates,,,3,3,3,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27c,methods used for assumptions to be checked for statistical methods,,,2,2,2,"lots of details, some not necessarily applicable but not wrong (i don't think)"
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27d,"details of alternative methods to be used if distributional assumptions do not hold, eg, normality, proportional hazards, etc",,,2,2,2,see above
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27e,any planned sensitivity analyses for each outcome where applicable,,,1,1,1,"no planned sensitivity analyses in protocol, but each model made some up"
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,subgroup_analysis,Section 6: Analysis,Analysis methods,27f,any planned subgroup analyses for each outcome including how subgroups are defined,,,3,3,3,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,missing_data,Section 6: Analysis,Missing data,28,"Reporting and assumptions/statistical methods to handle missing data (eg, multiple imputation)",,,2,1,2,"OpenAI suggested using MI if data was MNAR in the 'assumptions and sensitivity analysis' section -- not sure if this is right? I thought analysis on MI sets might still be biased if data is truly MNAR?
Gemini suggested treating missing categorical variables as a separate category, not sure that's a valid assumption?"
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,additional_analysis,Section 6: Analysis,Additional analyses,29,"Details of any additional statistical analyses required, eg, complier-average causal effect analysis",Speicifcaiton of additional statistical analysis that would not be done should be scored 1,,3,3,3,although the text included contradicts what it generated for subgroup/sensitivity analyses
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,first score,harms,Section 6: Analysis,Harms,30,"Sufficient detail on summarizing safety data, eg, information on severity, expectedness, and causality; details of how adverse events are coded or categorized; how adverse event data will be analyzed,
ie, grade 3/4 only, incidence case analysis, intervention emergent analysis",Speicifcaiton of additional statistical analysis that would not be done should be scored 1,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,admin_info,Section 1: Administrative Information,Title and trial registration,1a,"Descriptive title that matches the protocol, with SAP either as a forerunner or subtitle, and trial acronym (if applicable)",,,3,3,3,"Claude is a little over the top, but otherwise all are accurate to protocol"
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,admin_info,Section 1: Administrative Information,Title and trial registration,1b,Trial registration number,,,3,3,3,ISRCTN correct on all
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,SAP version,2,SAP version number with dates,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,admin_info,Section 1: Administrative Information,Protocol Version,3,Reference to version of protocol being used,,,3,3,3,Correct protocol version and date
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,SAP revisions,4a,SAP revision history,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,SAP revisions,4b,Justification for each SAP revision,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,SAP revisions,4c,"Timing of SAP revisions in relation to interim analyses, etc",,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,admin_info,Section 1: Administrative Information,Roles and responsibility,5,"Names, affiliations, and roles of SAP contributors",,,2,2,2,All only had CI and Senior Statistician (reasonable as my name wasnt on the Protocol?)
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,Signatures of:,6a,Person writing the SAP,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,Signatures of:,6b,Senior statistician responsible,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 1: Administrative Information,Signatures of:,6c,Chief investigator/clinical lead,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,introduction,Section 2: Introduction,Background and rationale,7,Synopsis of trial background and rationale including a brief description of research question and brief justification for undertaking the trial,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,introduction,Section 2: Introduction,Objectives,8,Description of specific objectives or hypotheses,Accept a vague description as outcomes defined later,,3,2,3,"Not quite there on the objectives from gemini, a little light"
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,study_design,Section 3: Study Methods,Trial design,9,"Brief description of trial design including type of trial (eg, parallel group, multiarm, crossover, factorial) and allocation ratio and may include brief description of interventions",,,2,3,2,"OpenAI and Sonet picked up the arm drop but then didn't quite describe the design correctly, to the point the trial isn't quite right"
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,study_design,Section 3: Study Methods,Framework,12,"Superiority, equivalence, or noninferiority hypothesis testing framework, including which comparisons will be presented on this basis",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,randomisation,Section 3: Study Methods,Randomisation,10,"Randomization details, eg, whether any minimization or stratification occurred (including stratifying factors used or the location of that information if it is not held within the SAP)",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,sample_size,Section 3: Study Methods,Sample size,11,Full sample size calculation or reference to sample size calculation in protocol (instead of replication in SAP),,,3,1,3,Gemini got the FWER wrong
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13a,"
Information on interim analyses specifying what interim analyses will be carried out and listing of time points",,,3,1,1,"Incorrect number for internal pilot in Gemini - used participant number rather than months, same for Sonet"
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13b,Any planned adjustment of the significance level due to interim analysis,"If no interim analysis score 3 if this item is ommited. If there is a formal interim analysis and adjustment of the significance level, score item as 1 if it says an alpha of 0.05 will be used with 95% confidence intervals, even if it goes on to give the correct significance levels.",,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13c,Details of guidelines for stopping the trial early,,,3,1,3,Gemini doesn't reallly mention this
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,timing,Section 3: Study Methods,Timing of final analysis,14,"Timing of final analysis, eg, all outcomes analyzed collectively or timing stratified by planned length of follow-up",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,timing,Section 3: Study Methods,Timing of outcome assessments,15,Time points at which the outcomes are measured including visit “windows”,"Score 2 if missing visit windows, that are mentioned in the protocol",,3,1,2,"Gemini missing the visit windows, Sonet didn't pick up the windows and halucinated instead"
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,16,Level of statistical significance,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,17,"Description and rationale for any adjustment for multiplicity and, if so, detailing how the type 1 error is to be controlled",,,0,3,3,OpenAI didn't get the FWER right
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,18,Confidence intervals to be reported,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19a,Definition of adherence to the intervention and how this is assessed including extent of exposure,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19b,"
Description of how adherence to the intervention will be presented",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19c,Definition of protocol deviations for the trial,"If protocol deviations are not given in the protocol, the ideal response would be “No protocol deviations are defined in the protocol” or similar. If a sensible answer is given with details that are not given in the protocol, score 2.   If specific protocol deviations are mentioned in the protocol, and not covered by the AI in the SAP score  1.",,3,3,0,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19d,Description of which protocol deviations will be summarized,Score 3 if it says it will describe the protocol deviations it has defined descriptively by arm even if the answer to 19c is not perfect.,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 4: Statistical Principles,Analysis populations,20,"Definition of analysis populations, eg, intention to treat, per protocol, complete case, safety","If the analysis populations are defined that are not the protocol, then score as a 2. E.g., if a per-protocol population or a safety population is defined that is not in the protocol, then score a 2.",,3,3,3,ITT in analysis considerations OpenAI
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Screening data,21,Reporting of screening data (if collected) to describe representativeness of trial sample,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,,22,Summary of eligibility criteria,score 2 if missing inclusion/exclusion criteria,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Recruitment,23,Information to be included in the CONSORT flow diagram,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24a,"Level of withdrawal, eg, from intervention and/or from follow-up",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24b,Timing of withdrawal/lost to follow-up data,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24c,Reasons and details of how withdrawal/lost to follow-up data will be presented,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Baseline patient characteristics,25a,List of baseline characteristics to be summarized,"Score as 3 if a reasonable list is given, there is no need to exhaustively check that the variable matches the protocol.",,2,3,2,OpenAI has (still) some halucinated items - Sonet has not listed the items
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,trial_population,Section 5: Trial Population,Baseline patient characteristics,25b,Details of how baseline characteristics will be descriptively summarized,score 1 if it says test for baseline,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,NA,Section 6: Analysis,Outcome definitions,,List and describe each primary and secondary outcome including details of:,,,,,,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,outcome_definitions,Section 6: Analysis,Outcome definitions,26a,"specification of outcomes and timings. If applicable include the order of importance of primary or key secondary end points (eg, order in which they will be tested)",Errors in outcome definitions should be scored 1.,,2,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,outcome_definitions,Section 6: Analysis,Outcome definitions,26b,"specific measurement and units (eg, glucose control, hbA1c [mmol/mol or %])",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,outcome_definitions,Section 6: Analysis,Outcome definitions,26c,"any calculation or transformation used to derive the outcome (eg, change from baseline, QoL score, time to event, logarithm, etc)",,,1,0,0,None of the AI's mentioned the change from baseline aspect
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,Section 6: Analysis,Analysis methods,27*,"Primary analysis: Clear which analysis method applies to primary outcome, and which analysis population will be used",,,3,1,3,Gemini forgot about an arm
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,,,27*,Primary analysis: Correct model,Score 3 for correct model,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,,,27*,Primary analysis: Correct model specification,"Score 3 for correct specification eg. correct random effects. If simple model used eg, logistic regresison score 3 if above is 3",,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,Section 6: Analysis,Analysis methods,27*,Primary analysis: Correct covariates,"If given in protocol must match, must include stratification factors. If not given, score 3 for a reasnable attempt.",,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,,,27*,"Secondary analysis: Clear which analysis method applies to each secondary outcome, and which analysis population","Must say which outcomes are of each type. eg. score 2 for ""All continuous outcomes will be analysed..."" unless explicit about which outcomes are continuous.",,3,1,2,Gemini did not define difference between continuous and binary
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,,,27*,Secondary analysis: Correct model,,,3,1,3,Gemini did not define difference between continuous and binary
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,,,27*,Secondary analysis: Correct model specification,,,3,1,3,Gemini did not define difference between continuous and binary
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,analysis_methods,,,27*,Secondary analysis: Correct covariates,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27c,methods used for assumptions to be checked for statistical methods,,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27d,"details of alternative methods to be used if distributional assumptions do not hold, eg, normality, proportional hazards, etc",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27e,any planned sensitivity analyses for each outcome where applicable,,,1,1,1,"They all have halucinations on the senitivity, they've added a load of analyses that aren't in the protocol"
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,subgroup_analysis,Section 6: Analysis,Analysis methods,27f,any planned subgroup analyses for each outcome including how subgroups are defined,,,1,3,3,OpenAI has halucinated a load of subgroups that werent specified
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,missing_data,Section 6: Analysis,Missing data,28,"Reporting and assumptions/statistical methods to handle missing data (eg, multiple imputation)",,,3,3,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,additional_analysis,Section 6: Analysis,Additional analyses,29,"Details of any additional statistical analyses required, eg, complier-average causal effect analysis",Speicifcaiton of additional statistical analysis that would not be done should be scored 1,,3,1,3,
1X8BQsLNWPz1naLX68WG7N2J2QLvJIJ-f9lUXUFgon3g,scoring validation_rapid,first score,harms,Section 6: Analysis,Harms,30,"Sufficient detail on summarizing safety data, eg, information on severity, expectedness, and causality; details of how adverse events are coded or categorized; how adverse event data will be analyzed,
ie, grade 3/4 only, incidence case analysis, intervention emergent analysis",Speicifcaiton of additional statistical analysis that would not be done should be scored 1,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,admin_info,Section 1: Administrative Information,Title and trial registration,1a,"Descriptive title that matches the protocol, with SAP either as a forerunner or subtitle, and trial acronym (if applicable)",Only OpenAI has SAP as forerunner or subtitle. ,,3,2,2,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,admin_info,Section 1: Administrative Information,Title and trial registration,1b,Trial registration number,,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,SAP version,2,SAP version number with dates,,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,admin_info,Section 1: Administrative Information,Protocol Version,3,Reference to version of protocol being used,,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,SAP revisions,4a,SAP revision history,,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,SAP revisions,4b,Justification for each SAP revision,,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,SAP revisions,4c,"Timing of SAP revisions in relation to interim analyses, etc",,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,admin_info,Section 1: Administrative Information,Roles and responsibility,5,"Names, affiliations, and roles of SAP contributors",,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,Signatures of:,6a,Person writing the SAP,,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,Signatures of:,6b,Senior statistician responsible,,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,NA,Section 1: Administrative Information,Signatures of:,6c,Chief investigator/clinical lead,,,,,,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,introduction,Section 2: Introduction,Background and rationale,7,Synopsis of trial background and rationale including a brief description of research question and brief justification for undertaking the trial,,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,introduction,Section 2: Introduction,Objectives,8,Description of specific objectives or hypotheses,Accept a vague description as outcomes defined later,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,study_design,Section 3: Study Methods,Trial design,9,"Brief description of trial design including type of trial (eg, parallel group, multiarm, crossover, factorial) and allocation ratio and may include brief description of interventions",,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,study_design,Section 3: Study Methods,Framework,12,"Superiority, equivalence, or noninferiority hypothesis testing framework, including which comparisons will be presented on this basis",,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,randomisation,Section 3: Study Methods,Randomisation,10,"Randomization details, eg, whether any minimization or stratification occurred (including stratifying factors used or the location of that information if it is not held within the SAP)",,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,sample_size,Section 3: Study Methods,Sample size,11,Full sample size calculation or reference to sample size calculation in protocol (instead of replication in SAP),," Gemini has stated the log rank test whereas Claude has stated the Cox model was used for the calculation. Interesintgly, openAI has said log ran/Cox PH model. The protocol does not state the test used, but in the sample size documentation the original sample size was calculated using the Cox model (using ssize.CT.defualt from the PowerSurvEpi package in R), then validated in Stata using a log-rank test, e..g power logrank.",3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13a,"
Information on interim analyses specifying what interim analyses will be carried out and listing of time points",,"OpenAI also stated the model used for the interim analysis, but missed out a covariate.",3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13b,Any planned adjustment of the significance level due to interim analysis,"If no interim analysis score 3 if this item is ommited. If there is a formal interim analysis and adjustment of the significance level, score item as 1 if it says an alpha of 0.05 will be used with 95% confidence intervals, even if it goes on to give the correct significance levels.",Gemini did mention the adjustment to the significance level but did not specify that 0.003 of alpha would be spent at the interim.,3,2,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13c,Details of guidelines for stopping the trial early,,Gemini said the DMC are conducting the interim analysis. The statistician is conducting it whilst the DMC review it,3,2,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,timing,Section 3: Study Methods,Timing of final analysis,14,"Timing of final analysis, eg, all outcomes analyzed collectively or timing stratified by planned length of follow-up",,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,timing,Section 3: Study Methods,Timing of outcome assessments,15,Time points at which the outcomes are measured including visit “windows”,"Score 2 if missing visit windows, that are mentioned in the protocol",Gemini and openAI missed that the AUDIT and liver disease scores are also collected at time of primary outcome.,2,2,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,16,Level of statistical significance,,,3,3,1,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,17,"Description and rationale for any adjustment for multiplicity and, if so, detailing how the type 1 error is to be controlled",,"They all said that there will be no adjustments for multiple testing, but Claude did not specifically mention controlling error rate",3,3,2,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,18,Confidence intervals to be reported,,States 95% CI - I think this is still correct despite the lower significance level for the primary? Not actually sure but scored 3s for now,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19a,Definition of adherence to the intervention and how this is assessed including extent of exposure,,"Claude stated at least 70%, protocol states >70%. Really close to giving it a 1",3,3,2,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19b,"
Description of how adherence to the intervention will be presented",,"I can't find any mention of how adherence will be presented in the protocol, yet all of the AIs have written something? They all sound like reasonable ways of presenting adherence so have given a 2",2,2,2,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19c,Definition of protocol deviations for the trial,"If protocol deviations are not given in the protocol, the ideal response would be “No protocol deviations are defined in the protocol” or similar. If a sensible answer is given with details that are not given in the protocol, score 2.   If specific protocol deviations are mentioned in the protocol, and not covered by the AI in the SAP score  1.",The protocol has not defined a deviation. However their descriptions sounded fairly reasonable.,2,2,2,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19d,Description of which protocol deviations will be summarized,Score 3 if it says it will describe the protocol deviations it has defined descriptively by arm even if the answer to 19c is not perfect.,,3,3,3,
1BhKjrO3bS2gLElRdETzSBgPUR5kp6F0dshqzbgUoQhg,scoring validation_promise,first score,trial_population,Section 4: Statistical Principles,Analysis populations,20,"Definition of analysis populations, eg, intention to treat, per protocol, complete case, safety","If the analysis populations are defined that are not the protocol, then score as a 2. E.g., if a per-protocol population or a safety population is defined that is not in the protocol, then score a 2.",ITT and PP is fine but all AIs have given a safety population definition which is not required,2,2,2,
